Date,משחה ערב,משחה בוקר,לדבר עם חבר,קריאה באנגלית,שכיבות סמיכה,הקלדה,מדיטציה,שינון מילים,דיבור באנגלית,גיטהאב,קוח,תרגילי מחשבה,ליטקוד,אירובי,שיפור טכנולוגיות לעבודה,סיכום תוכן בעבודה,התאמנות על הצגה עצמית,ויטמין C,אסטקסנטין,
2024-09-01,-1,2,-1,-1,-1,-1,-1,-1,10000,-1,-1,-1,-1,15000,-1,-1,1000,-1,-1,
2024-08-31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-08-30,-1,-1,2,-1,-1,6000,-1,-1,-1,3000,-1,-1,15000,-1,-1,-1,-1,-1,-1,
2024-08-29,-1,-1,-1,-1,-1,-1,-1,-1,20000,-1,-1,-1,-1,30000,-1,-1,-1,1,1,
2024-08-28,-1,2,-1,-1,-1,4000,-1,-1,10000,-1,-1,10000,-1,15000,-1,-1,-1,2,2,
2024-08-27,-1,-1,-1,-1,-1,-1,-1,-1,10000,-1,-1,-1,-1,20000,-1,-1,-1,-1,-1,
2024-08-26,-1,-1,-1,-1,-1,-1,-1,-1,15000,-1,-1,-1,-1,20000,-1,-1,-1,-1,-1,
2024-08-25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-08-24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-08-23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9000,-1,-1,-1,1,1,
2024-08-22,2,-1,-1,30000,-1,6000,-1,-1,-1,30000,-1,8000,-1,21000,15000,-1,-1,2,2,
2024-08-21,-1,-1,-1,-1,-1,2000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-08-20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,
2024-08-19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48000,-1,10000,-1,-1,2,2,
2024-08-18,-1,-1,2,60000,-1,6000,-1,-1,-1,-1,-1,-1,17000,-1,5000,-1,1000,-1,-1,
2024-08-17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30000,-1,-1,-1,1,1,
2024-08-16,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,
2024-08-15,-1,2,2,60000,-1,10000,10000,65000,40000,40000,10000,44000,15000,-1,-1,-1,-1,1,1,
2024-08-14,-1,2,2,90000,-1,-1,-1,-1,-1,-1,-1,-1,60000,-1,-1,-1,-1,2,2,
2024-08-13,-1,2,2,90000,-1,6000,-1,-1,-1,-1,3000,10000,30000,-1,5000,-1,2000,1,1,
2024-08-12,-1,2,2,90000,-1,6000,-1,-1,-1,-1,-1,-1,-1,-1,5000,-1,1000,2,2,
2024-08-11,-1,2,2,60000,-1,6000,-1,-1,-1,-1,-1,6000,-1,-1,-1,-1,1000,-1,-1,
2024-08-10,-1,-1,-1,30000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1000,1,1,
2024-08-09,2,2,2,-1,-1,6000,6000,5000,10000,-1,30000,10000,15000,20000,-1,15000,-1,2,2,
2024-08-08,2,-1,-1,-1,-1,6000,-1,5000,-1,5000,-1,10000,20000,-1,10000,15000,-1,1,1,
2024-08-07,2,2,2,-1,-1,6000,-1,-1,-1,-1,15000,10000,30000,8000,20000,0,-1,2,2,
2024-08-06,2,2,2,-1,-1,6000,-1,5000,-1,10000,15000,10000,20000,7000,30000,-1,-1,1,1,
2024-08-05,2,-1,2,757000,100000,6000,4000,5000,10000,15000,17000,10000,20000,1000,-1,-1,-1,2,2,
2024-08-04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-08-03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-08-02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-08-01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-07-31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-07-30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-07-29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-07-28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-07-27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-07-26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-07-25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-07-24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-07-23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-07-22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-07-21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-07-20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-07-19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-07-18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-07-17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-07-16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-07-15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-07-14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-07-13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-07-12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-07-11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-07-10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-07-09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-07-08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-07-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-07-06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-07-05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-07-04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-07-03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-07-02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-07-01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-06-30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-06-29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-06-28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-06-27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-06-26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-06-25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-06-24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-06-23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-06-22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-06-21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-06-20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-06-19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-06-18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-06-17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-06-16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-06-15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-06-14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-06-13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-06-12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-06-11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-06-10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-06-09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-06-08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-06-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-06-06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-06-05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-06-04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-06-03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-06-02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-06-01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-05-31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-05-30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-05-29,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-05-28,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-05-27,2,2,-1,-1,-1,-1,-1,-1,-1,-1,120000,-1,-1,-1,-1,-1,-1,-1,-1,
2024-05-26,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-05-25,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-05-24,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-05-23,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-05-22,2,2,-1,-1,-1,6000,-1,-1,-1,-1,-1,5000,-1,-1,-1,-1,-1,-1,-1,
2024-05-21,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,5000,-1,-1,-1,-1,-1,-1,-1,
2024-05-20,2,2,-1,-1,-1,-1,-1,-1,-1,120000,10000,5000,-1,-1,-1,-1,-1,-1,-1,
2024-05-19,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5000,-1,-1,-1,-1,-1,-1,-1,
2024-05-18,-1,-1,-1,-1,-1,-1,-1,-1,-1,120000,10000,10000,-1,-1,-1,-1,-1,-1,-1,
2024-05-17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-05-16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-05-15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-05-14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-05-13,-1,-1,-1,5000,-1,6000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,
2024-05-12,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,
2024-05-11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-05-10,-1,-1,-1,-1,-1,6000,-1,-1,-1,240000,60000,10000,-1,-1,-1,-1,-1,1,1,
2024-05-09,-1,-1,-1,-1,-1,6000,-1,-1,-1,10000,120000,10000,-1,-1,-1,-1,-1,2,2,
2024-05-08,-1,-1,-1,-1,-1,6000,-1,-1,7000,20000,10000,10000,-1,-1,-1,-1,-1,-1,-1,
2024-05-07,-1,-1,-1,-1,-1,6000,7000,5000,-1,60000,10000,10000,-1,-1,-1,-1,-1,-1,-1,
2024-05-06,-1,-1,-1,-1,-1,6000,-1,5000,10000,60000,-1,15000,-1,-1,-1,-1,-1,-1,-1,
2024-05-05,-1,-1,-1,8000,-1,6000,-1,-1,-1,60000,-1,5000,-1,-1,-1,-1,-1,-1,-1,
2024-05-04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
2024-05-03,-1,-1,-1,20000,-1,6000,-1,5000,-1,-1,-1,15000,-1,-1,-1,-1,-1,-1,-1,
2024-05-02,-1,-1,-1,6000,-1,6000,-1,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,
2024-05-01,-1,-1,-1,8000,-1,6000,-1,5000,10000,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,
2024-04-30,-1,-1,-1,6000,-1,6000,-1,5000,-1,15000,15000,18000,-1,-1,-1,-1,-1,1,1,
2024-04-29,-1,-1,-1,12000,-1,6000,-1,-1,10000,-1,30000,21000,-1,-1,-1,-1,-1,2,2,
2024-04-28,-1,-1,-1,-1,-1,6000,-1,5000,-1,-1,-1,25000,-1,-1,-1,-1,-1,-1,-1,
2024-04-27,-1,-1,-1,-1,-1,-1,-1,5000,-1,-1,-1,10000,-1,-1,-1,-1,-1,1,1,
2024-04-26,-1,-1,-1,-1,90000,6000,-1,5000,-1,-1,30000,10000,-1,-1,-1,-1,-1,2,2,
2024-04-25,-1,-1,-1,-1,-1,6000,-1,5000,-1,-1,-1,10000,-1,-1,-1,-1,-1,1,1,
2024-04-24,-1,-1,-1,12000,-1,6000,-1,5000,10000,60000,30000,10000,-1,-1,-1,-1,-1,2,2,
2024-04-23,-1,-1,-1,8000,-1,-1,-1,5000,-1,-1,-1,17000,-1,-1,-1,-1,-1,-1,-1,
2024-04-22,-1,-1,-1,19000,-1,6000,-1,5000,10000,30000,15000,5000,-1,-1,-1,-1,-1,1,1,
2024-04-21,-1,-1,-1,7000,90000,6000,-1,5000,-1,-1,15000,10000,-1,-1,-1,-1,-1,2,2,
2024-04-20,-1,-1,-1,16000,-1,-1,-1,-1,-1,-1,-1,15000,-1,-1,-1,-1,-1,-1,1,
2024-04-19,-1,-1,-1,7000,-1,6000,-1,5000,10000,15000,30000,10000,-1,-1,-1,-1,-1,1,2,
2024-04-18,-1,-1,-1,10000,-1,7000,-1,10000,10000,-1,-1,-1,-1,-1,-1,-1,-1,2,2,
2024-04-17,-1,-1,-1,6000,-1,5000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,
2024-04-16,-1,-1,-1,4000,-1,6000,-1,10000,10000,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,
2024-04-15,-1,-1,-1,6000,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,
2024-04-14,-1,-1,-1,5000,-1,4000,-1,5000,10000,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,
2024-04-13,-1,-1,-1,0,30000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,
